ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
506-39-3846|4054522801565|Brian|Perez|M|4550 Kemp Walk|Cincinnati|OH|45255|39.0584|-84.3396|795220|Scientist, biomedical|1959-01-27|737034811189|adults_50up_male_urban.json
052-57-7490|5499180812135249|Michelle|Gill|F|125 Fuentes Crossing Apt. 760|Magnolia|TX|77355|30.1598|-95.7402|54225|Financial trader|1960-08-28|892643726392|adults_50up_female_urban.json
294-65-2806|2255653286326669|Stephanie|Crane|F|72081 Matthew Locks Apt. 606|New London|CT|06320|41.3507|-72.1062|27617|Animator|1955-02-03|165963831708|adults_50up_female_urban.json
060-81-8517|4684550489267389977|Michael|Barron|M|41085 Hardy Streets Apt. 884|Conroe|TX|77384|30.2257|-95.4924|130233|Engineer, production|1994-01-14|558744405500|adults_2550_male_urban.json
534-44-2622|501889434681|Ashley|Brown|F|8510 Shane Ports Apt. 753|Indianapolis|IN|46214|39.7924|-86.2875|910148|Television camera operator|1991-01-31|784113269443|adults_2550_female_urban.json
643-86-8738|3554492683158938|Rodney|Ward|M|66110 Beasley Mountains|Houston|TX|77048|29.6321|-95.3416|2906700|Engineer, site|1992-10-30|83520638811|adults_2550_male_urban.json
539-52-9638|180049767762288|Bethany|Dawson|F|881 Stanley Bypass|La Mesa|CA|91941|32.7604|-117.0115|69848|Designer, graphic|1973-06-05|618235071225|adults_50up_female_urban.json
122-78-6695|5459408215454471|Alfred|Thomas|M|44327 David Keys Apt. 067|Prentiss|MS|39474|31.6057|-89.8735|6050|Teacher, primary school|1950-06-05|619805450053|adults_50up_male_urban.json
346-49-7787|3528777251996633|Stephanie|Morgan|F|741 Jasmine Ports|Gunnison|CO|81230|38.5511|-106.931|9790|Insurance broker|1960-07-19|711079270988|adults_50up_female_urban.json
573-11-3153|3598378018204331|Sandra|Combs|F|89569 Travis Brooks Suite 626|Alpharetta|GA|30005|34.0782|-84.2281|165556|Aeronautical engineer|1981-02-28|583512746771|adults_2550_female_urban.json
264-12-1879|2702422412462098|Tonya|White|F|6152 Orozco Green|Graniteville|SC|29829|33.563|-81.8147|8651|Mining engineer|2004-02-07|910282144077|young_adults_female_urban.json
054-26-3926|3578861405786170|Alyssa|Schultz|F|8913 Kevin Lodge|Lodi|CA|95240|38.1222|-121.2555|72565|Product designer|1945-12-17|928073319573|adults_50up_female_urban.json
209-19-6117|213138687007949|Marissa|Jackson|F|4946 Kirby Forest|Broken Arrow|OK|74011|35.9908|-95.8143|117553|Textile designer|1963-03-24|561956459600|adults_50up_female_urban.json
166-95-8751|3541612846398552|Madison|Petty|F|3553 Haley Isle Apt. 209|Pueblo|CO|81005|38.2352|-104.66|151815|Publishing copy|2002-03-07|987860857295|young_adults_female_urban.json
178-53-9107|3568118071569568|Christopher|Tate|M|75370 Julia Trace|Littleton|CO|80123|39.6206|-105.0901|320420|Health visitor|1988-03-30|393888005209|adults_2550_male_urban.json
836-79-4968|3537504793036143|Keith|Snyder|M|999 Cameron Crossroad|Lancaster|PA|17601|40.0766|-76.3107|164596|Bookseller|2005-11-20|284015153138|young_adults_male_urban.json
877-30-8571|3530894870605663|Donald|Frazier|M|5803 Joshua Manor Suite 506|New Hartford|NY|13413|43.0654|-75.2906|16135|Engineer, broadcasting (operations)|2002-10-31|87336896474|young_adults_male_urban.json
828-04-3697|3513325411076099|Rebecca|Mcconnell|F|17350 Stone Freeway Apt. 997|Chicago|IL|60641|41.9453|-87.7474|2680484|Chief of Staff|2003-06-19|492312124212|young_adults_female_urban.json
088-08-0547|6512070496110801|Edward|James|M|639 Shawn Mountain|Crossville|TN|38555|35.9623|-85.0514|50276|Phytotherapist|1966-10-11|682384138413|adults_50up_male_urban.json
348-84-0426|30593110919394|Cameron|Hicks|M|7972 Devin Cape Apt. 249|Holt|MI|48842|42.6394|-84.5242|20432|Press photographer|1953-10-22|831727739696|adults_50up_male_urban.json
598-70-2386|4495450892038804|Javier|Gonzalez|M|315 Elizabeth Square|Belle|WV|25015|38.2324|-81.5024|4691|Psychologist, sport and exercise|1997-02-17|762785170856|adults_2550_male_urban.json
593-73-5500|3565217073033798|Christy|Castillo|F|636 Margaret Avenue Suite 015|Torrance|CA|90502|33.8286|-118.292|174353|Air traffic controller|2000-06-14|126936433890|adults_2550_female_urban.json
451-25-9596|340334234258327|Christina|Thompson|F|02615 Kevin Garden Suite 528|West Chester|OH|45069|39.3402|-84.3998|49060|Youth worker|2002-08-20|480528087023|young_adults_female_urban.json
067-16-2367|4386559630993849|Richard|Murphy|M|428 Clark Common|Carlisle|AR|72024|34.7933|-91.7459|3777|Psychotherapist, dance movement|1958-06-03|729246780211|adults_50up_male_urban.json
172-66-6359|4787255877749698|Matthew|Clark|M|3634 Oneal Ports|Arlington|TX|76010|32.7204|-97.0826|370281|Designer, graphic|1971-09-12|927435905849|adults_50up_male_urban.json
564-11-2201|2267853907895672|John|Ortiz|M|4602 Hall Rue Apt. 514|Moneta|VA|24121|37.1784|-79.6521|10501|Retail banker|1947-07-20|599202874667|adults_50up_male_urban.json
805-36-3732|5415083535444396|Yolanda|Murillo|F|44566 Thomas Passage Apt. 633|Lagrange|GA|30241|33.0249|-84.9577|53190|Engineer, manufacturing systems|1989-06-06|255440767243|adults_2550_female_urban.json
805-71-7680|3551536637780529|Laura|Anderson|F|5536 Jennings Lodge|Albuquerque|NM|87105|35.0448|-106.6893|641349|Soil scientist|1965-03-02|357769217573|adults_50up_female_urban.json
582-05-2280|4999966361863712|Gary|Hayden|M|21820 Johnson Flat Apt. 643|Albuquerque|NM|87105|35.0448|-106.6893|641349|Exhibitions officer, museum/gallery|1979-12-25|722804794435|adults_2550_male_urban.json
466-08-6040|213125662128675|Patrick|Price|M|34672 Matthews Parkway|Enterprise|AL|36330|31.3408|-85.8421|35530|Proofreader|1985-05-21|220226342085|adults_2550_male_urban.json
147-58-1049|6011859777901474|Hannah|Kirby|F|9263 Rachel Street Suite 762|Waukegan|IL|60085|42.3542|-87.8651|98692|Teacher, adult education|1975-03-10|429907045757|adults_50up_female_urban.json
045-31-2588|4137681511856724388|Andrew|Johnson|M|5636 Alex Crescent Apt. 577|Stone Mountain|GA|30083|33.7942|-84.2018|112402|Psychologist, clinical|1939-10-31|90487389653|adults_50up_male_urban.json
249-92-7172|4422091241862102|Megan|Hernandez|F|30837 Mary Valleys Apt. 647|Coatesville|PA|19320|39.9843|-75.8253|52342|Associate Professor|1998-12-31|6864239738|adults_2550_female_urban.json
387-99-3306|4331060053134|Tina|Davis|F|206 Lisa Islands|Chesterland|OH|44026|41.5344|-81.3421|11116|Surveyor, planning and development|1952-03-29|208850457458|adults_50up_female_urban.json
555-51-7011|2243155206506375|Daniel|Barrett|M|950 Nicole Loop Suite 971|Indiantown|FL|34956|27.0615|-80.4803|9874|Software engineer|1974-12-12|935968824759|adults_50up_male_urban.json
258-13-9829|372525715099764|Jorge|Harmon|M|09143 Todd River|Kenner|LA|70065|30.0252|-90.2522|68211|Cartographer|2006-07-13|150581222763|young_adults_male_urban.json
304-26-2485|6011039752450868|Matthew|Roberts|M|55338 Rebecca Shores|Oxnard|CA|93035|34.1822|-119.216|211523|Fish farm manager|1991-07-23|755061486086|adults_2550_male_urban.json
228-78-6251|180027017130233|Calvin|Thompson|M|81674 Jennifer Gardens|Concord|NC|28027|35.4141|-80.6162|104595|Photographer|1963-10-09|666477715598|adults_50up_male_urban.json
293-74-7345|4471566277689628|Robert|Leon|M|6149 Angela Extensions|Astoria|NY|11105|40.7763|-73.911|148476|Furniture designer|1995-05-10|508440162259|adults_2550_male_urban.json
291-49-9211|3515273230085768|Tammy|Bentley|F|7491 Dyer Crossing Suite 923|Gibsonia|PA|15044|40.6252|-79.9443|27049|Press photographer|1962-10-22|283283574037|adults_50up_female_urban.json
770-93-5712|180050663370507|Melissa|Brewer|F|724 Carrie Shore Apt. 011|New Orleans|LA|70128|30.0487|-89.9585|382333|Music tutor|1963-09-09|774802079697|adults_50up_female_urban.json
083-67-3094|6011644886946119|Makayla|Frank|F|43640 Lisa Alley Apt. 168|Rancho Santa Margarita|CA|92688|33.6512|-117.5938|43792|Pension scheme manager|1972-12-18|316343759740|adults_50up_female_urban.json
175-23-6139|4372817932302341|Victoria|Savage|F|912 Kelly Lane Apt. 415|Van Wert|OH|45891|40.8689|-84.5904|15275|Air traffic controller|2001-09-17|260213369900|young_adults_female_urban.json
689-98-1652|501840901380|Rebecca|Bennett|F|7596 Wood Junctions Suite 356|La Vista|NE|68128|41.1814|-96.0658|17784|Multimedia specialist|1991-03-13|62752947085|adults_2550_female_urban.json
895-43-1642|675962091848|Tiffany|Walton|F|7978 Keller Alley|Loudon|NH|03307|43.3193|-71.467|5334|IT technical support officer|1973-11-23|695856128556|adults_50up_female_urban.json
047-95-5334|4397691567164933|Michelle|Kane|F|71487 Peggy Crescent|Manahawkin|NJ|08050|39.705|-74.2604|24285|Race relations officer|1969-03-12|595551513037|adults_50up_female_urban.json
217-22-1466|2302564347128718|Robert|Cook|M|915 Kent Summit|Rawlings|MD|21557|39.5214|-78.9062|1895|Museum/gallery curator|1940-02-24|707183200038|adults_50up_male_rural.json
877-56-3824|4141115931956|Bethany|Edwards|F|040 Melanie Manors Suite 528|Pueblo|CO|81001|38.2879|-104.5848|151815|Town planner|1960-01-15|243055532117|adults_50up_female_urban.json
010-69-7547|344377294209546|Jonathan|Barker|M|973 Carter Lane Apt. 523|New London|CT|06320|41.3507|-72.1062|27617|Equality and diversity officer|1986-09-20|810462078563|adults_2550_male_urban.json
887-23-7988|3542086567566185|Monica|Campbell|F|861 Marcus Turnpike|Saint Louis|MO|63122|38.5781|-90.4256|927396|Telecommunications researcher|1996-05-05|888482083729|adults_2550_female_urban.json
727-39-7497|4927742333059128|Jamie|Mcgrath|F|15720 Tina Run|Newark|NJ|07107|40.7607|-74.1882|277237|Lexicographer|1951-05-19|479289970775|adults_50up_female_urban.json
643-93-6620|4136749261762|Donald|Delgado|M|11117 Andrew Ports Suite 419|Brookhaven|NY|11719|40.7843|-72.8921|3589|Education officer, community|1979-10-02|529930072535|adults_2550_male_urban.json
720-56-4889|3515182606888715|Kelly|Richards|F|12920 Mcbride Crossing|Montgomery City|MO|63361|38.9839|-91.5085|4525|Archaeologist|1963-07-11|631913452983|adults_50up_female_urban.json
166-12-9216|4118458260340848723|Laura|Neal|F|883 Elaine Cape Apt. 032|Buffalo|NY|14227|42.8853|-78.7462|564824|Hydrographic surveyor|2006-04-06|918504891866|young_adults_female_urban.json
138-78-9046|4429618446261|Jesus|Duffy|M|283 Crystal Grove Apt. 598|Rougemont|NC|27572|36.2393|-78.9019|6546|Trade union research officer|2005-06-29|460266060308|young_adults_male_urban.json
324-56-6209|676231418184|Jason|Murphy|M|5423 Smith Lane|West Sacramento|CA|95691|38.5673|-121.5516|48916|Environmental education officer|1952-12-21|859444442469|adults_50up_male_urban.json
180-68-5023|3518594849102562|Christopher|Shaffer|M|9240 Diane Divide Suite 940|Indianapolis|IN|46226|39.8326|-86.0836|910148|Metallurgist|1970-08-18|857737191645|adults_50up_male_urban.json
624-54-7501|4578446834146515|Mark|Jones|M|29014 Stokes Branch|Union|NJ|07083|40.6952|-74.2677|53053|Photographer|1977-05-11|561253583335|adults_2550_male_urban.json
140-62-8157|213160930685388|Michael|Williams|M|83215 Willie Center Suite 762|Dallas|TX|75229|32.8958|-96.8588|1263321|Midwife|2002-10-20|124424036074|young_adults_male_urban.json
696-32-8833|2264744309634806|Taylor|Stafford|F|50975 Gomez Avenue Suite 265|Los Angeles|CA|90033|34.0487|-118.2084|2383912|Acupuncturist|1978-08-17|472881645004|adults_2550_female_urban.json
087-68-8427|4170243765456282|Robert|Rodriguez|M|722 Burgess Avenue Suite 313|Fox Lake|IL|60020|42.3937|-88.1648|9825|Higher education careers adviser|1956-07-23|146201787599|adults_50up_male_urban.json
762-43-0518|4741678725686215|Tyler|Sparks|M|58030 Jordan Ranch|Rockaway Beach|OR|97136|45.6352|-123.913|1761|Actuary|1964-01-26|525851436867|adults_50up_male_rural.json
498-11-7028|4823414363714|Meredith|Shaw|F|92312 Johnson Fields|Newman|CA|95360|37.3097|-121.0805|11712|Dancer|1946-05-22|19010826556|adults_50up_female_urban.json
094-07-6232|6533567086041457|Diana|Bell|F|50200 Donna Islands Apt. 474|Columbus|OH|43224|40.0425|-82.9689|783285|Training and development officer|1966-09-26|472879170760|adults_50up_female_urban.json
504-47-5477|4108255598953439611|Stephen|Anderson|M|93371 Shelly River|Prentice|WI|54556|45.5482|-90.2942|1298|Lobbyist|1967-09-19|795863781117|adults_50up_male_rural.json
780-26-8742|3502368485571614|John|Mills|M|94240 Laura Square|Montclair|NJ|07042|40.8131|-74.2165|37737|Energy manager|1974-02-08|896534545111|adults_50up_male_urban.json
702-69-8413|2228868669432025|Kenneth|Vargas|M|788 Turner Forges|Novi|MI|48377|42.4992|-83.4773|51094|Housing manager/officer|1972-02-23|295099706923|adults_50up_male_urban.json
176-29-0748|213140242403381|Audrey|Wong|F|1842 Villanueva Hill Suite 005|Midlothian|VA|23113|37.5109|-77.6429|88279|English as a foreign language teacher|1971-02-04|194474786891|adults_50up_female_urban.json
017-69-9557|2294983735439620|Jeremy|Blair|M|2717 Stephen Via Apt. 397|San Antonio|TX|78209|29.4821|-98.4554|1595797|Education administrator|1991-07-14|312018912686|adults_2550_male_urban.json
167-23-6459|4121637618209162|James|Rodriguez|M|023 Joseph Road|Waukesha|WI|53186|42.9993|-88.2196|95015|Tourism officer|1964-07-15|867641362532|adults_50up_male_urban.json
811-14-8887|3513279724572304|Kimberly|Adams|F|01841 Thomas Fork|Union City|NJ|07087|40.7674|-74.0323|66515|Aeronautical engineer|1958-09-01|469124997593|adults_50up_female_urban.json
362-84-4700|4172131451950|Bryan|Mclean|M|92268 Greene Springs|Auburn|CA|95602|38.9829|-121.0944|45428|Physicist, medical|1981-11-02|979897733631|adults_2550_male_urban.json
309-80-4703|344754102252670|Nathan|Floyd|M|19642 Marcus Crossroad Apt. 655|Baltimore|MD|21218|39.3265|-76.6048|635495|Research officer, trade union|2006-01-12|530101322298|young_adults_male_urban.json
424-78-5464|4668788788361967|Kelsey|Frank|F|135 James Vista|Warren|OH|44484|41.2318|-80.7642|75903|Adult guidance worker|1979-09-13|611441845487|adults_2550_female_urban.json
137-15-0977|372472863330214|Tonya|Padilla|F|065 Jacqueline Shore Apt. 792|Corydon|IN|47112|38.2189|-86.1145|16722|Air traffic controller|1962-02-05|400062831980|adults_50up_female_urban.json
251-10-0205|3522728476570410|Christopher|Ibarra|M|282 Randy Manors|Martinsville|VA|24112|36.6871|-79.8691|32646|Programme researcher, broadcasting/film/video|1993-08-10|784064129428|adults_2550_male_urban.json
586-65-5015|3562418623690367|Catherine|Reese|F|775 Wilcox Expressway|Chandler|AZ|85286|33.2711|-111.8311|255641|Audiological scientist|1999-03-05|411472208977|adults_2550_female_urban.json
200-35-1777|5359503428113905|Peter|Parker|M|034 Tiffany Port|Brooklyn|NY|11201|40.694|-73.9903|2504700|Armed forces operational officer|2003-07-04|531674970957|young_adults_male_urban.json
323-12-5057|584683565215|Erin|Mosley|F|209 Woods Ways|Harrisonville|NJ|08039|39.6931|-75.2711|137|Applications developer|1986-03-01|177339712408|adults_2550_female_rural.json
475-11-1529|3532288985725458|Loretta|Bentley|F|633 Susan Port|Cape Coral|FL|33904|26.6065|-81.9502|156391|Research scientist (medical)|1966-11-13|885181618728|adults_50up_female_urban.json
785-40-8965|2517524214955115|Cassidy|Ingram|F|4721 Williams Walks Suite 669|Dallastown|PA|17313|39.9124|-76.6535|10899|Conservation officer, nature|1980-05-19|401325298984|adults_2550_female_urban.json
640-41-6123|2387409038021467|Brooke|Ross|F|67157 Day Viaduct|Richmond|VA|23235|37.5133|-77.5646|536907|Psychologist, occupational|1952-01-30|90662975985|adults_50up_female_urban.json
111-51-7097|4515597371478|Amanda|Moore|F|35909 Brown Valley Suite 673|Bay City|MI|48706|43.6088|-83.953|67858|Audiological scientist|1977-08-07|954391094721|adults_2550_female_urban.json
777-88-6930|4212146147683420161|Glenn|Mullins|M|56778 Tammy Mews|Houston|TX|77038|29.9196|-95.4386|2906700|Marine scientist|1942-08-01|764128789156|adults_50up_male_urban.json
843-02-9190|3519925502727510|Ricky|Craig|M|072 Fowler Prairie Apt. 033|Houston|TX|77045|29.6297|-95.4382|2906700|Petroleum engineer|1972-07-23|599991667309|adults_50up_male_urban.json
616-49-3542|343905504481777|Jennifer|Bell|F|512 Patterson Fall Apt. 866|Graham|WA|98338|47.0246|-122.2936|24098|Higher education careers adviser|1935-10-08|725184146528|adults_50up_female_urban.json
448-82-4641|3511109617981787|Kevin|Johnson|M|3378 Wilson Walks Suite 157|Twinsburg|OH|44087|41.3289|-81.4559|20221|Passenger transport manager|1997-07-29|905842934836|adults_2550_male_urban.json
804-95-6485|583844446307|Stephanie|Perry|F|25895 Jackson Ports|Shawnee Mission|KS|66208|38.9938|-94.634|370212|Planning and development surveyor|1979-06-17|610924012749|adults_2550_female_urban.json
198-79-6445|639096262659|Joseph|Kim|M|281 Cameron Road|Lakeland|FL|33803|28.014|-81.9523|237282|Gaffer|1958-11-06|609186727542|adults_50up_male_urban.json
331-27-1528|5160920981960275|Mark|Strickland|M|34383 Townsend Shoals|Godfrey|IL|62035|38.946|-90.206|16494|Arts development officer|1997-01-22|91375278168|adults_2550_male_urban.json
643-03-9493|5479112442117531|James|Henry|M|1713 Brooks Island|Yuma|AZ|85364|32.7015|-114.6424|141891|Production designer, theatre/television/film|1956-11-13|179566350884|adults_50up_male_urban.json
011-23-9295|4155799802841397|Alyssa|Johnson|F|51305 Jeffrey Stream|Little Silver|NJ|07739|40.3354|-74.0413|5938|Computer games developer|1999-08-03|301797003309|adults_2550_female_urban.json
095-45-9036|4776863423461990|Eric|Bauer|M|7694 Dean Rest Suite 639|San Bernardino|CA|92408|34.0831|-117.2711|236660|Manufacturing engineer|1974-04-17|985153658839|adults_50up_male_urban.json
066-58-2741|676149649854|Jennifer|Wilson|F|2531 Diane Landing Apt. 510|Kansas City|KS|66103|39.0668|-94.6282|150224|Investment banker, operational|1969-02-25|11546128003|adults_50up_female_urban.json
219-60-9298|348164938318495|Tracy|Aguirre|M|665 Gonzalez Causeway|Houston|TX|77055|29.7971|-95.4958|2906700|Research officer, political party|1964-04-19|49386329864|adults_50up_male_urban.json
432-16-2034|30295963904099|Victoria|Buck|F|60880 Newman Cliff Suite 164|Concord|NC|28027|35.4141|-80.6162|104595|Haematologist|1955-04-11|825996040059|adults_50up_female_urban.json
082-72-5132|30064771591039|Anthony|Smith|M|6321 Jennifer Valleys|Albuquerque|NM|87114|35.1868|-106.6652|641349|Merchandiser, retail|1994-10-29|995642772692|adults_2550_male_urban.json
006-89-0861|4104145964229712525|Paul|Barron|M|718 Becky Shore Suite 457|Miami|FL|33175|25.7341|-80.4068|1737737|Equities trader|2005-09-21|288157084137|young_adults_male_urban.json
729-11-5784|213131170303768|Chelsea|Garcia|F|885 Erickson Shoal|West Grove|PA|19390|39.8253|-75.8374|13425|Designer, exhibition/display|1993-07-23|557692084425|adults_2550_female_urban.json
134-29-5958|6598363146249120|Joel|Rodriguez|M|07240 Stanley Mission|Lancaster|CA|93534|34.6909|-118.1491|182305|Management consultant|1981-09-12|129989670839|adults_2550_male_urban.json
087-46-7070|4686850745102|Matthew|Dennis|M|43629 Moreno Park Suite 103|Goose Creek|SC|29445|33.058|-80.0101|53588|Clinical psychologist|1973-08-30|125497139516|adults_50up_male_urban.json
037-74-4362|4814396661340|Kathleen|Jackson|F|4940 Jackson Squares|Eastview|KY|42732|37.6061|-86.0906|2120|Writer|1965-05-10|813796480365|adults_50up_female_rural.json
705-31-2790|342257207650246|Sierra|Jackson|F|579 Tracy Gateway|Bosque|NM|87006|34.4996|-106.8038|703|Public house manager|1970-10-17|47714449557|adults_50up_female_rural.json
581-88-4763|4211457758471|David|Ellis|M|5897 Joseph Path Apt. 263|Jamul|CA|91935|32.7163|-116.8323|8624|Curator|1964-11-26|546994984893|adults_50up_male_urban.json
592-95-7057|341361487824553|Jeanne|Butler|F|3098 Flowers Crossing Suite 795|Oklahoma City|OK|73114|35.5704|-97.5257|640470|Homeopath|1968-10-15|545496644624|adults_50up_female_urban.json
151-60-2462|180098247414077|Andrew|Campbell|M|74065 Brendan Dam|Alpharetta|GA|30005|34.0782|-84.2281|165556|Maintenance engineer|1998-09-02|313011727974|adults_2550_male_urban.json
515-86-9188|4423691430753662|Jennifer|Strong|F|9429 Shelton Islands Apt. 342|Humble|TX|77338|30.0041|-95.2825|194500|Pension scheme manager|1960-01-17|221423962760|adults_50up_female_urban.json
088-39-9285|4826612875857563|Julie|Ali|F|80612 Buchanan Prairie Suite 298|Troup|TX|75789|32.1117|-95.1155|7593|Systems developer|1987-09-08|325892691992|adults_2550_female_urban.json
866-51-2064|6011787010415913|Rodney|Cunningham|M|19803 Anna Park Apt. 324|White Hall|AR|71602|34.2577|-92.0121|17982|Insurance risk surveyor|1974-05-14|8317338227|adults_50up_male_urban.json
639-89-3289|5302918133170875|Jeanette|Howe|F|7238 Underwood Springs Suite 916|Pico Rivera|CA|90660|33.9886|-118.0883|62928|Dancer|1979-07-25|24207282522|adults_2550_female_urban.json
839-96-3944|4774419754661765|Robin|Hernandez|F|1960 Johnson Run Suite 052|Woodburn|OR|97071|45.1446|-122.8583|28803|Psychotherapist|1998-09-19|798358932789|adults_2550_female_urban.json
010-21-5862|213158681225958|Julia|Trevino|F|4617 Estes Rest|Honolulu|HI|96817|21.3295|-157.8615|403114|Education administrator|1980-09-13|779863149046|adults_2550_female_urban.json
795-85-8609|4599599610023117757|Olivia|Zavala|F|26610 Wilson Vista|Austin|TX|78749|30.2166|-97.8508|940359|Buyer, industrial|1989-09-03|839414972970|adults_2550_female_urban.json
647-04-2852|347629833477431|Christina|Martin|F|90130 Patricia Lake|Johnson City|TN|37615|36.3996|-82.4523|92094|Orthoptist|1973-07-22|599441262694|adults_50up_female_urban.json
349-24-8654|30339785598216|Jeffrey|Garrett|M|128 Garcia Parks|Redwood Valley|CA|95470|39.2779|-123.2243|6032|Exercise physiologist|2002-01-25|657351096946|young_adults_male_urban.json
024-29-4750|4512418938984690815|Lauren|Giles|F|005 Green Isle Apt. 238|Revere|MA|02151|42.4138|-71.0052|51808|Landscape architect|1957-10-18|832897986343|adults_50up_female_urban.json
064-31-8087|2719051699187242|Miranda|Garcia|F|356 Turner Vista Apt. 000|Arlington|TX|76014|32.6954|-97.0876|370281|Engineer, building services|1964-12-06|668014241670|adults_50up_female_urban.json
699-88-0297|180006626682172|Bailey|Gilbert|F|3560 Jesse Radial Apt. 368|Houston|TX|77081|29.7119|-95.4845|2906700|Tax inspector|1962-12-17|16328465353|adults_50up_female_urban.json
256-08-1256|503872405595|Mary|Sanchez|F|96711 John Plains Apt. 753|Pikeville|TN|37367|35.6408|-85.2077|10247|Producer, radio|1938-04-16|333775368412|adults_50up_female_urban.json
799-71-4796|4845881056974136|Thomas|Skinner|M|8315 Barry Freeway|Memphis|TN|38127|35.251|-90.0296|697385|Printmaker|1984-01-12|840309956687|adults_2550_male_urban.json
117-03-8175|574964104966|Kathleen|Roy|F|0336 Donna Place Apt. 408|Champlin|MN|55316|45.17|-93.3819|23089|Magazine features editor|2003-08-01|29795149755|young_adults_female_urban.json
773-44-4302|3505966018648762|Laura|Carroll|F|67320 Marsh Harbor Apt. 384|Jackson|MO|63755|37.3879|-89.6519|24006|Leisure centre manager|1997-03-26|436244478143|adults_2550_female_urban.json
281-47-4404|4901495427707074|Andrew|Howard|M|0914 Ashley Mill|Gibsonton|FL|33534|27.8411|-82.3698|12839|Education administrator|1953-12-25|842921721460|adults_50up_male_urban.json
266-64-2085|4290310287951|Andrew|Love|M|440 Fernandez Cape|Zionsville|IN|46077|39.9561|-86.2767|24512|Tourism officer|1976-01-31|383260104700|adults_2550_male_urban.json
520-57-1855|213133595616428|Allison|Lawson|F|6574 Ethan Cape Suite 290|Kingsburg|CA|93631|36.508|-119.5433|15941|Claims inspector/assessor|1958-10-14|234544032902|adults_50up_female_urban.json
524-92-8327|3536902611398987|Nicholas|Ryan|M|097 Stewart Fields|Lachine|MI|49753|45.0429|-83.7491|2057|Teaching laboratory technician|1968-08-16|361825349415|adults_50up_male_rural.json
787-47-3783|30513765158817|Thomas|Valdez|M|6392 Kimberly Lodge|Los Banos|CA|93635|37.0627|-120.8544|38776|Television/film/video producer|2002-03-16|153183885482|young_adults_male_urban.json
815-37-5597|341668297327027|Barbara|Baker|F|120 Johnson Expressway Apt. 288|Summerfield|FL|34491|29.0112|-82.0325|27454|Network engineer|1996-06-16|467740236780|adults_2550_female_urban.json
412-90-9125|4155999101577|Susan|Mccoy|F|7229 Edwin Avenue Suite 765|Centralia|IL|62801|38.5241|-89.1365|22415|Print production planner|1972-01-17|559104764810|adults_50up_female_urban.json
287-99-1588|4750988986457|Janet|Todd|F|36849 Garcia Haven|Cedar City|UT|84721|37.8788|-113.2045|40666|Diagnostic radiographer|1965-06-11|314041785631|adults_50up_female_urban.json
450-29-2775|4913421388209088301|Katherine|Carson|F|49678 Mariah Hill Apt. 176|Douglasville|GA|30134|33.7606|-84.7477|105268|Research officer, political party|1983-12-28|95619099729|adults_2550_female_urban.json
286-94-1909|343152854781502|Jeffrey|Randolph|M|80032 Wiggins Forges Apt. 472|Columbus|MS|39702|33.4812|-88.3554|50547|Radio producer|1951-01-25|205359003028|adults_50up_male_urban.json
290-17-3254|4830617893206499|James|Silva|M|8243 Contreras Overpass Suite 958|Brooklyn|NY|11201|40.694|-73.9903|2504700|Quarry manager|1966-09-22|104348022410|adults_50up_male_urban.json
774-98-4707|6553612751562778|Kyle|Mcdaniel|M|4836 Anna Islands|Cocoa|FL|32922|28.3672|-80.7465|65760|Games developer|1982-08-03|350791406855|adults_2550_male_urban.json
829-57-6967|6504735047639280|Christine|Garrett|F|98006 Kimberly Isle Suite 810|Carrollton|TX|75007|33.0033|-96.882|119595|Scientist, physiological|1991-07-01|396040924630|adults_2550_female_urban.json
161-69-6481|3542556383000817|Kathryn|Moody|F|44033 Joseph Crossing|New Bern|NC|28562|35.1004|-77.1029|65097|Multimedia programmer|1969-09-01|440901053017|adults_50up_female_urban.json
759-35-1392|5386008921963944|Richard|Coleman|M|4731 Costa Ports|Opa Locka|FL|33054|25.9097|-80.247|107314|Public affairs consultant|1955-05-08|319444981796|adults_50up_male_urban.json
228-53-9192|4488360765817390631|Jillian|Woods|F|452 Cody Extension|Roanoke|VA|24017|37.2937|-79.9902|165571|Engineer, maintenance (IT)|1965-12-18|650643785906|adults_50up_female_urban.json
145-52-7759|213107464520598|Kyle|Savage|M|387 Edwards Run Apt. 577|Studio City|CA|91604|34.143|-118.3913|29034|Scientist, audiological|1990-05-19|942980716796|adults_2550_male_urban.json
751-11-1722|6011620281237106|Stephen|Simpson|M|86604 Ryan Hill Suite 859|Richmond|VA|23233|37.6455|-77.6266|536907|Meteorologist|1962-11-18|715386118277|adults_50up_male_urban.json
298-67-3350|3589477352287059|Jason|Hernandez|M|43318 Rivera Circle|Alden|NY|14004|42.8984|-78.5257|12704|Psychotherapist|1962-03-27|174351854333|adults_50up_male_urban.json
652-72-3704|343446945964881|Martin|Harris|M|34249 David Pike|Pendleton|IN|46064|39.9792|-85.7946|17148|Theatre manager|1966-09-14|844583114318|adults_50up_male_urban.json
590-99-9703|3597320331922273|Shelly|Morris|F|87675 Mason Crest|Sunapee|NH|03782|43.3868|-72.095|2945|Financial adviser|1973-10-10|431902534649|adults_50up_female_urban.json
